id,quality
1257,6.517868972940345
6409,5.635478381477411
136,4.897415898053815
1631,7.082405266559246
6084,5.701567309737103
5434,5.409993594189188
1094,5.224371055988797
5146,6.413148823024464
5921,6.535029111488021
1076,5.775982637957235
616,5.360369739075695
4336,6.312138195130381
219,6.1055480378746
6403,5.638554366967551
2397,6.531188387919736
5240,5.333215236595357
3696,5.601321085542297
1070,6.469776607061723
5890,5.544167092819561
1270,5.322580456682903
4641,5.23894849821843
5299,6.257367869022647
2494,5.292365095772222
5276,6.945615818041636
332,5.18600191469066
3671,4.977913301980945
6367,5.5682690850331085
5681,5.844742816649276
1741,5.263052935272056
4715,6.095695742916522
1114,5.869405850153128
4105,6.109773227236209
825,5.820216889717425
88,6.5829308253487016
4551,6.509715599663775
227,5.126928498667504
1369,6.351425119994955
3722,6.212218258945424
2341,6.025272948635305
4882,6.688025183411114
2382,5.071980716272651
4075,6.347463181091076
687,5.0000137927931405
2350,5.199299065214761
2634,5.33245569755524
5751,5.036365812508463
5934,5.630638267075796
6286,5.382806445016048
6004,5.345258171560759
4696,6.092666600393613
5628,6.104065859346405
3066,5.159589070041079
6267,5.1834754892866535
3950,5.570567585235795
1834,5.329740414088256
848,6.6623767853926825
5852,5.721505405700008
3034,5.610780189409622
1074,5.92756196186134
1184,5.034403467131963
3788,6.553445910841458
3267,6.456012014893386
5640,5.607247826884866
2076,5.479894225002382
4634,4.628437231756911
2075,5.84157265884599
5741,6.140824180732358
5008,6.214504986300893
1485,5.082455254899283
2010,5.699222762402054
1899,5.251314005509816
3514,5.807543203493235
5819,4.94465574337663
5040,6.066436102945126
3998,5.3622439742921255
6425,6.127550081821651
1733,5.227947402254761
2925,5.807984094009046
1528,5.653994259043634
2332,6.176661120866744
3492,5.090599880340018
6177,4.9424856979364655
5338,6.5520315055760605
2599,5.638800439975507
512,5.252279273221038
5118,5.656681446280687
4024,6.388347957968942
1095,5.114152108160231
965,6.000762077611993
1163,5.125556853679221
5773,5.742177113567815
4154,5.051645501721347
2968,5.078451432353679
2294,6.339957187659465
2652,5.963119959722902
4632,5.036365812508463
4585,5.57555545447191
754,5.059207128951991
3471,6.629859371476797
3506,5.011332722184612
1513,5.864377513561682
210,6.087316212382343
664,5.053084833868532
6414,5.847990479360943
2418,4.912538346937111
2468,6.479477000587425
1127,6.45909959128869
4820,5.899234832402244
495,6.035953093713574
6256,5.043889772103045
2732,4.958544415959482
3053,5.965745761605894
2954,5.116668570427802
3663,5.104596207472048
4410,6.117112426548047
2153,4.780205221024176
4691,5.7608419553177015
2971,5.251200190757366
2616,5.127566725281123
102,5.082200160953422
1610,4.983587827885502
3766,5.64568102605169
3072,6.150511595455854
2951,5.834082243113006
2087,5.126761776186491
4593,5.755335311516389
6184,5.198330203007242
3347,5.809914914429413
2806,5.933655500919151
3083,5.644040464165031
1815,5.070707051105113
4814,5.396453629577533
6316,5.765991283057037
6480,5.832676082947458
6471,5.106947225732816
3173,6.110623080390967
3539,5.1426688030086805
1247,5.493342033420071
2778,5.114472331027288
3534,6.165246779773663
963,6.9728300895963615
708,6.068684784421249
4145,5.0484032325325305
1594,6.158859139515699
5734,5.125556853679221
1304,6.613723144606273
3748,6.711824290528804
6189,5.346454468288614
3245,5.922669248994514
3697,5.977717323021865
1859,5.545727247193667
475,5.885313305888546
4161,5.869405850153128
775,5.5936725238542495
2486,6.080463863442528
2791,5.965266515715817
3583,6.420908086822867
6186,6.751900190297344
5924,6.496062962436735
4788,5.442699123990399
2589,5.8300711071216895
5305,6.296559042102309
3164,5.073956413990269
451,6.42656003421377
2376,5.016142458321596
13,6.092666600393613
4807,5.828746863189424
2748,5.024803629323407
4499,5.979412089162459
5033,5.399194122950496
2910,5.329263946222442
5570,5.841545603149565
2488,7.082405266559246
4109,6.748689856582185
4195,5.878261705268892
1881,6.022848846980388
2242,5.815666166094062
758,6.910636792186174
1474,5.675371002659086
5610,4.726683245519998
5587,4.909126572851235
1970,5.979059192845701
2657,5.130055760316182
4859,5.783318149535085
4333,6.9686251582765815
6492,6.063239999337342
543,5.204925140566276
4270,6.441133207878786
3804,6.074272914253293
450,5.925154193963065
2786,6.141745256071919
3967,6.217267698312791
5568,5.971452863790621
2682,5.053084833868532
2277,5.705800376576205
3946,5.760642965612709
4308,5.224298446886079
856,5.659882225732941
1279,4.975373290613004
3987,5.125640047145487
5536,6.176661120866744
345,6.98335224930014
2172,5.902779555814016
2834,5.413010859935211
1286,5.805973616824327
6350,4.99853746955783
1908,6.753927652873997
5070,5.05373264434208
2933,7.082405266559246
1486,6.339829898034233
4128,4.958544415959482
1882,5.979549846220488
2937,6.727040414991545
4329,5.039105338125398
3839,5.2090919217056415
4457,6.120968686990264
2773,6.404596137683011
4055,5.154501689716871
2437,6.24337311454966
1307,5.659680905866274
2912,6.621890386864281
987,5.701131891133961
5726,5.059207128951991
5554,4.883240507945477
3931,4.710047981986596
31,6.311476593665371
2800,5.971452863790621
3738,5.901189439090273
2716,5.222830679755981
270,4.919578245469008
5752,5.067957499939463
6226,5.298898938766827
3880,6.475520426421589
1258,5.700137437896056
2441,5.1153383303459234
5410,6.998440558176123
5912,6.135334316112637
1411,6.688777338880687
3584,6.60809686013887
6234,4.734267280603774
4577,5.067093048790047
5471,5.886144907482951
2354,5.306087158303033
4310,6.092666600393613
4225,6.602293884669098
521,5.204074135645386
2938,5.483128995586632
5865,6.279504563188145
5590,5.670291902652706
372,5.853064957169132
6059,5.342747116793427
167,6.606071073173664
5936,5.834981494387191
5411,5.839292764117038
3507,5.126980083762843
3654,5.643860143121831
759,6.06965756470482
4614,6.043367312044512
4273,5.114549535644407
64,5.346454468288614
5986,6.018476659488704
4396,5.011384332630472
4671,6.680700754290776
3488,5.280728233326506
1642,5.011332722184612
3585,4.9644001277412775
5097,5.6945416198230685
4275,5.148719343637277
3157,6.537678427321807
3754,6.754433347697676
1045,5.480175068448915
4171,6.612500269447622
5257,5.599262723549654
277,6.945615818041636
3156,6.545309787869673
2513,5.126928498667504
6224,6.257440774987512
6300,6.0153152904073135
2538,5.750898569272551
817,5.638554366967551
5565,4.949356865114377
4531,6.43062931911423
5999,6.005876272949942
2424,5.04573736234749
1056,4.992217451029735
2361,7.082405266559246
1896,5.491021898800098
804,5.834748334522977
4521,6.005876272949942
2337,6.0055334601032255
980,5.532672640057475
3817,4.98057337405781
5550,5.675371002659086
2979,5.484807879018189
3357,5.423803174412745
2168,5.698355912925766
4570,6.080463863442528
4485,5.797676620903487
1830,5.62639925033618
4891,4.897415898053815
3284,6.167197135094952
1248,6.7415812528143135
3168,5.402486537511299
2071,4.999973438539818
288,5.785704249660764
5346,5.068183790404838
4146,5.301421491008747
961,6.156222639490425
610,5.965266515715817
4727,6.973018550156548
479,5.688353298567501
4092,6.0153152904073135
5548,6.229578621434206
5666,5.979549846220488
2394,5.174073552241076
3528,5.87057060653297
192,6.8273862584418765
5749,6.950310268676573
3087,6.158859139515699
2813,5.325021330358058
3274,5.809390495959194
5594,5.464913778979291
1805,5.380329452404409
5193,6.238066546326413
436,5.027669255132461
400,6.376155864296937
356,5.624687869259351
4983,6.785807378970511
6441,6.382718896228741
4676,6.229714655597506
1191,5.509155729317213
5790,5.645892768904616
1314,5.043889772103045
2624,4.956243607026668
5625,5.855336673038858
3846,5.461526699510971
1718,6.254044070755199
4376,6.265454943883205
1837,6.123366562481648
5659,6.016692406148609
4591,5.717177469515015
1892,6.212787022140192
742,5.71372524253459
702,6.254044070755199
2174,5.495283919385193
172,6.018585667493143
255,6.471205590375374
1173,5.61261161972674
5078,5.6535114046315424
425,5.25065587357153
3670,7.136621170255318
3355,5.760642965612709
662,6.871341661808084
2425,5.655173738035435
686,6.98009742904536
2836,5.794049414735848
292,6.443562077446445
1501,6.382814080766964
2282,6.655177404333733
2935,5.463488639795339
3934,6.248135130944144
3297,5.653105647971932
337,5.79213057895033
4643,7.014384237859044
3957,5.38174608356575
6133,5.487991382995587
5225,6.109585065504754
5913,5.820075471100534
4929,6.237252250860105
3364,7.082405266559246
1004,5.297096961478781
2201,6.631622389678349
5390,5.790963773170516
4444,5.393605014704814
4232,6.043088569564848
3204,5.00640270462962
2899,6.913465969595133
1640,6.229554738405958
974,4.989878864144086
5186,6.473410041593063
1680,6.603584456781804
4996,5.210136110689527
2302,5.078607373105533
5404,6.8273862584418765
333,6.241526629159725
4023,5.413046414058391
2710,5.396453629577533
731,5.040372162551651
4424,6.323656197797625
4900,5.729670334245149
2195,5.707563498504831
5774,5.8360393042881045
1431,6.018631949014445
3571,6.197092439183132
3940,6.092666600393613
3071,6.351682625945096
3502,6.281679321403737
4107,5.704082397533578
4223,6.156314301561951
2327,6.596842360540921
4181,5.560183226236508
216,5.378087875319421
5044,6.3386508449994485
1898,5.100331201308097
3887,5.48597763354811
3740,6.113009467206189
419,5.455983857551317
5989,5.801568446305871
5266,5.159903033676338
2405,6.150948522674409
89,5.234904196940907
4832,5.28820993605003
5611,5.61261161972674
3391,5.869396229576271
464,4.714295327629455
1944,6.219396493131014
6080,5.071982220165737
1490,5.766483178573703
2873,5.445033381482741
145,6.0785310403521
3679,5.31615737160346
2444,5.017943907142641
1847,7.14093791939096
6280,6.476497486077056
185,6.884005922452735
3674,6.77208263710861
1268,6.820734944687763
5742,5.227947402254761
5034,5.729365432220604
